	F	I	tfidf	manual	H	H-tilde	H-tilde_std	N
fall	0.00019241870309794111	-8.881784197001252e-16	5.847105515831395		3.700439718141092	3.7004397181410913	8.429369702178807e-08	13
falls	2.9602877399683248e-05	-1.1102230246251565e-16	7.718907692732987		1.0	0.9999999999999999	1.0536712127723509e-08	2
false	4.4404316099524875e-05	2.220446049250313e-16	7.3134425846248226		1.584962500721156	1.5849625007211563	0.0	3
fam	5.9205754799366496e-05	-2.220446049250313e-16	7.025760512173042		2.0	1.9999999999999998	2.1073424255447017e-08	4
fame	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
family	0.0006068589866935066	0.043902439024389395	4.841254804658471		5.308771516813206	5.352673955837595	0.014634146341794267	41
famous	8.880863219904975e-05	-4.440892098500626e-16	6.620295404064877		2.584962500721156	2.5849625007211556	4.2146848510894035e-08	6
famouspeople	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
fan	2.9602877399683248e-05	-1.1102230246251565e-16	7.718907692732987		1.0	0.9999999999999999	1.0536712127723509e-08	2
fanatic	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
fangirl	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
fans	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
fantastic	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
fantasy	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
far	0.00020722014179778276	-4.440892098500626e-16	5.772997543677674	1.0	3.807354922057604	3.8073549220576037	5.960464477539063e-08	14
faraaxs	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
farewell	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
farmers	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
fart	5.9205754799366496e-05	-2.220446049250313e-16	7.025760512173042		2.0	1.9999999999999998	2.1073424255447017e-08	4
farting	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
fascist	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
fashion	5.9205754799366496e-05	-2.220446049250313e-16	7.025760512173042		2.0	1.9999999999999998	2.1073424255447017e-08	4
fast	0.00016281582569825786	-4.440892098500626e-16	6.014159600494562		3.4594316186372973	3.459431618637297	4.2146848510894035e-08	11
fastfood	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
fat	0.00047364603839493197	0.14234023444260835	5.344914657739496		4.851409765557392	4.99375	0.01874999999992042	32
father	0.00011841150959873299	-4.440892098500626e-16	6.332613331613096		3.0	2.9999999999999996	5.960464477539063e-08	8
fatkid	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
fatnesstofitness	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
fatty	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
fatyear	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
fault	4.4404316099524875e-05	2.220446049250313e-16	7.3134425846248226		1.584962500721156	1.5849625007211563	0.0	3
fav	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
fave	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
favor	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
favorite	0.00011841150959873299	-0.025000000000000355	6.332613331613096		3.0	2.9749999999999996	0.0750000000000251	8
favortie	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
faxing	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
fb	0.00010361007089889138	8.881784197001252e-16	6.466144724237619		2.807354922057604	2.807354922057605	0.0	7
fbf	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
fblogger	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
fear	8.880863219904975e-05	-4.440892098500626e-16	6.620295404064877		2.584962500721156	2.5849625007211556	4.2146848510894035e-08	6
fearless	4.4404316099524875e-05	2.220446049250313e-16	7.3134425846248226		1.584962500721156	1.5849625007211563	0.0	3
feast	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
feature	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
feb	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
feb.	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
february	7.400719349920812e-05	-4.440892098500626e-16	6.802616960858832		2.321928094887362	2.3219280948873617	4.2146848510894035e-08	5
fedora	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
feed	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
feedmemore	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
feel	0.00031083021269667413	-0.00952380952380949	5.36753243556951		4.392317422778761	4.382793613254951	0.028571428571529774	21
feeling	8.880863219904975e-05	-4.440892098500626e-16	6.620295404064877		2.584962500721156	2.5849625007211556	4.2146848510894035e-08	6
feelsgood	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
feelslikeheaven	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
felicia	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
fellow	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
felt	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
femdom	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
feminist	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
fenway	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
fergforever	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
ferguson	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
feud	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
few	0.00034043309009635736	0.0	5.276560657363783	1.0	4.523561956057013	4.523561956057013	0.0	23
fianc	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
fiber	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
fibrous	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
fiction	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
field	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
fiend	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
fierce	2.9602877399683248e-05	0.9999999999999999	16.824109746585865		0.0	0.9999999999999999	1.0536712127723509e-08	2
fiery	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
fifth	1.4801438699841624e-05	0.0	8.412054873292933	1.0	0.0	0.0	0.0	1
fifty	5.9205754799366496e-05	1.9999999999999998	33.64821949317173		0.0	1.9999999999999998	2.1073424255447017e-08	4
figfit	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
fight	0.00014801438699841625	0.1999999999999993	6.9053669955074595		3.121928094887362	3.3219280948873613	7.300048299977713e-08	10
fighter	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
fighting	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
figuratively	2.9602877399683248e-05	-1.1102230246251565e-16	7.718907692732987		1.0	0.9999999999999999	1.0536712127723509e-08	2
figure	0.00031083021269667413	-0.00952380952380949	5.36753243556951		4.392317422778761	4.382793613254951	0.028571428571529774	21
figuredrawe	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
fill	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
film	0.00010361007089889138	8.881784197001252e-16	6.466144724237619		2.807354922057604	2.807354922057605	0.0	7
filmisnotdead	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
filter	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
filthy	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
fin	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
final	2.9602877399683248e-05	-1.1102230246251565e-16	7.718907692732987		1.0	0.9999999999999999	1.0536712127723509e-08	2
finally	0.0007252704962922396	0.028571428571429358	4.635454984518063		5.5738935175845965	5.602464946156026	0.026135200968949626	49
finance	7.400719349920812e-05	-4.440892098500626e-16	6.802616960858832		2.321928094887362	2.3219280948873617	4.2146848510894035e-08	5
financialadvice	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
financially	4.4404316099524875e-05	2.220446049250313e-16	7.3134425846248226		1.584962500721156	1.5849625007211563	0.0	3
find	0.0013321294829857463	0.031111111111109757	4.0241434692423335		6.4474086518852305	6.47851976299634	0.010886621079398345	90
findgod	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
fine	2.9602877399683248e-05	-1.1102230246251565e-16	7.718907692732987		1.0	0.9999999999999999	1.0536712127723509e-08	2
finger	5.9205754799366496e-05	-2.220446049250313e-16	7.025760512173042		2.0	1.9999999999999998	2.1073424255447017e-08	4
fingered	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
fingernail	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
finish	0.0006512633027930314	-0.009090909090908816	4.627865239374671		5.459431618637297	5.4503407095463885	0.018181818181729977	44
finisher	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
finnish	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
fire	7.400719349920812e-05	-4.440892098500626e-16	6.802616960858832		2.321928094887362	2.3219280948873617	4.2146848510894035e-08	5
fireplace	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
fireside	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
firework	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
firm	4.4404316099524875e-05	2.220446049250313e-16	7.3134425846248226		1.584962500721156	1.5849625007211563	0.0	3
first	0.0009324906380900223	-0.025396825396827083	4.2689201469014	1.0	5.977279923499917	5.95188309810309	0.023756554837314585	63
fish	5.9205754799366496e-05	-2.220446049250313e-16	7.025760512173042		2.0	1.9999999999999998	2.1073424255447017e-08	4
fishing	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
fit	0.000592057547993665	0.08499999999999996	5.0257565405963645		5.221928094887363	5.306928094887363	0.02291287847461683	40
fitbit	5.9205754799366496e-05	0.4999999999999998	9.751256779499762		1.5	1.9999999999999998	2.1073424255447017e-08	4
fitfam	8.880863219904975e-05	-4.440892098500626e-16	6.620295404064877		2.584962500721156	2.5849625007211556	4.2146848510894035e-08	6
fitgods	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
fitlife	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
fitness	0.00044404316099524874	0.06666666666666643	5.218716251696337		4.840223928941852	4.906890595608519	0.0	30
fitnessmotivation	5.9205754799366496e-05	-2.220446049250313e-16	7.025760512173042		2.0	1.9999999999999998	2.1073424255447017e-08	4
fitspo	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
fitter	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
fitting	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
five	8.880863219904975e-05	-4.440892098500626e-16	6.620295404064877	1.0	2.584962500721156	2.5849625007211556	4.2146848510894035e-08	6
fix	0.00011841150959873299	-4.440892098500626e-16	6.332613331613096		3.0	2.9999999999999996	5.960464477539063e-08	8
fkn	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
fl	2.9602877399683248e-05	-1.1102230246251565e-16	7.718907692732987		1.0	0.9999999999999999	1.0536712127723509e-08	2
flakey	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
flannel	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
flap	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
flapjack	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
flat	2.9602877399683248e-05	-1.1102230246251565e-16	7.718907692732987		1.0	0.9999999999999999	1.0536712127723509e-08	2
flatass	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
flatscreen	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
flawed	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
flawless	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
flawlessly	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
fleek	2.9602877399683248e-05	-1.1102230246251565e-16	7.718907692732987		1.0	0.9999999999999999	1.0536712127723509e-08	2
flexibility	4.4404316099524875e-05	0.6666666666666669	11.57836153909948		0.9182958340544894	1.5849625007211563	0.0	3
flexible	2.9602877399683248e-05	-1.1102230246251565e-16	7.718907692732987		1.0	0.9999999999999999	1.0536712127723509e-08	2
flexx	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
flight	4.4404316099524875e-05	2.220446049250313e-16	7.3134425846248226		1.584962500721156	1.5849625007211563	0.0	3
flip	4.4404316099524875e-05	2.220446049250313e-16	7.3134425846248226		1.584962500721156	1.5849625007211563	0.0	3
flipping	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
flirt	2.9602877399683248e-05	0.9999999999999999	16.824109746585865		0.0	0.9999999999999999	1.0536712127723509e-08	2
float	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
floor	5.9205754799366496e-05	0.4999999999999998	9.751256779499762		1.5	1.9999999999999998	2.1073424255447017e-08	4
florida	2.9602877399683248e-05	-1.1102230246251565e-16	7.718907692732987		1.0	0.9999999999999999	1.0536712127723509e-08	2
floss	2.9602877399683248e-05	-1.1102230246251565e-16	7.718907692732987		1.0	0.9999999999999999	1.0536712127723509e-08	2
flotrack	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
flourish	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
flow	2.9602877399683248e-05	-1.1102230246251565e-16	7.718907692732987		1.0	0.9999999999999999	1.0536712127723509e-08	2
flower	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
flu	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
fluential	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
fluffeh	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
fluid	2.9602877399683248e-05	-1.1102230246251565e-16	7.718907692732987		1.0	0.9999999999999999	1.0536712127723509e-08	2
flush	2.9602877399683248e-05	-1.1102230246251565e-16	7.718907692732987		1.0	0.9999999999999999	1.0536712127723509e-08	2
fly	8.880863219904975e-05	-4.440892098500626e-16	6.620295404064877		2.584962500721156	2.5849625007211556	4.2146848510894035e-08	6
flygirl	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
fml	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
fmr	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
fo	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
focus	0.0005032489157946152	0.052941176470588935	5.064503290972708		5.028639311838575	5.0815804883091635	0.017647058823254933	34
focused	0.00011841150959873299	-4.440892098500626e-16	6.332613331613096		3.0	2.9999999999999996	5.960464477539063e-08	8
focusisme	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
fold	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
folder	2.9602877399683248e-05	-1.1102230246251565e-16	7.718907692732987		1.0	0.9999999999999999	1.0536712127723509e-08	2
foley	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
folk	0.00011841150959873299	-4.440892098500626e-16	6.332613331613096		3.0	2.9999999999999996	5.960464477539063e-08	8
folloback	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
follobackforfolloback	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
follow	0.0006216604253933483	0.03809523809523707	4.813079948212738		5.344698375159713	5.38279361325495	0.019047619047717602	42
followback	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
follower	0.00022202158049762437	0.0	5.704004672190722		3.9068905956085187	3.9068905956085187	5.960464477539063e-08	15
followers	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
followme	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
food	0.0006660647414928731	0.12444444444444613	5.008269916081677		5.358519762996341	5.482964207440787	0.017777777777536252	45
foodie	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
fool	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
foolsomeofthepeoplesomeofthetime	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
foot	8.880863219904975e-05	0.33333333333333304	8.163140353030599		2.2516291673878226	2.5849625007211556	4.2146848510894035e-08	6
football	5.9205754799366496e-05	-2.220446049250313e-16	7.025760512173042		2.0	1.9999999999999998	2.1073424255447017e-08	4
footprint	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
for	0.008688444516807033	-0.028716937824581734	2.2256077101796405	1.0	9.081373422241228	9.052656484416646	0.024388424681611377	587
force	5.9205754799366496e-05	-2.220446049250313e-16	7.025760512173042		2.0	1.9999999999999998	2.1073424255447017e-08	4
forcibly	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
forever	2.9602877399683248e-05	-1.1102230246251565e-16	7.718907692732987		1.0	0.9999999999999999	1.0536712127723509e-08	2
foreverclumsy	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
forget	0.00019241870309794111	0.15384615384615286	6.421077242130342		3.5465935642949384	3.7004397181410913	8.429369702178807e-08	13
forgive	0.00019241870309794111	0.15384615384615286	6.421077242130342		3.5465935642949384	3.7004397181410913	8.429369702178807e-08	13
forgiveness	4.4404316099524875e-05	2.220446049250313e-16	7.3134425846248226		1.584962500721156	1.5849625007211563	0.0	3
forgiving	2.9602877399683248e-05	-1.1102230246251565e-16	7.718907692732987		1.0	0.9999999999999999	1.0536712127723509e-08	2
forgot	5.9205754799366496e-05	-2.220446049250313e-16	7.025760512173042		2.0	1.9999999999999998	2.1073424255447017e-08	4
fork	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
form	2.9602877399683248e-05	-1.1102230246251565e-16	7.718907692732987		1.0	0.9999999999999999	1.0536712127723509e-08	2
former	2.9602877399683248e-05	-1.1102230246251565e-16	7.718907692732987	1.0	1.0	0.9999999999999999	1.0536712127723509e-08	2
forreal	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
forth	1.4801438699841624e-05	0.0	8.412054873292933	1.0	0.0	0.0	0.0	1
fortune	5.9205754799366496e-05	-2.220446049250313e-16	7.025760512173042		2.0	1.9999999999999998	2.1073424255447017e-08	4
forward	0.00019241870309794111	-8.881784197001252e-16	5.847105515831395		3.700439718141092	3.7004397181410913	8.429369702178807e-08	13
foryourenjoyment	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
foster	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
four	8.880863219904975e-05	-4.440892098500626e-16	6.620295404064877	1.0	2.584962500721156	2.5849625007211556	4.2146848510894035e-08	6
fourth	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
fox	2.9602877399683248e-05	-1.1102230246251565e-16	7.718907692732987		1.0	0.9999999999999999	1.0536712127723509e-08	2
foxworthy	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
fr	5.9205754799366496e-05	-2.220446049250313e-16	7.025760512173042		2.0	1.9999999999999998	2.1073424255447017e-08	4
fragrance	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
frankie	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
franklin	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
frantastic	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
frappucino	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
freak	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
freaking	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
frederic	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
free	0.00022202158049762437	0.0	5.704004672190722		3.9068905956085187	3.9068905956085187	5.960464477539063e-08	15
freedom	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
freeze	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
freezer	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
french	5.9205754799366496e-05	-2.220446049250313e-16	7.025760512173042		2.0	1.9999999999999998	2.1073424255447017e-08	4
frequently	2.9602877399683248e-05	-1.1102230246251565e-16	7.718907692732987		1.0	0.9999999999999999	1.0536712127723509e-08	2
