resolution_topics;gender;name;resolution_category;retweet_count;text;tweet_coord;tweet_created;tweet_date;tweet_id;tweet_location;tweet_state;user_timezone;tweet_region
Invest for retirement;male;ScottErnst0331;Finance;0;I will not pay any #taxes until #AlSharpton pays his #tax debt plus interest and penalties. #NewYearsResolution;;2014-12-31T17:34:00;2014-12-31;5,50465E+17;Las Vegas, Nevada, USA;NV;Pacific Time (US & Canada);West
Excersize More;female;QueenElsie_;Health & Fitness;0;#NewYearsResolution since 2012: get fit.;;2014-12-31T17:34:00;2014-12-31;5,50465E+17;california;CA;Pacific Time (US & Canada);West
Be more positive;female;emmalynn_16;Personal Growth;0;I would like to be more straightforward this year, please. ??_ #NewYearsResolution;;2014-12-31T17:34:00;2014-12-31;5,50465E+17;Tonganoxie, KS;KS;;Midwest
Humor about New Years;male;JonathanLenahan;Humor;0;I resolve to avoid making fun of the sloppy New Year's kisses between drunk people who just met. #NewYearsResolution;;2014-12-31T17:32:00;2014-12-31;5,50464E+17;Louisiana;LA;;South
Humor about Health and Fitness Resolutions;male;ChuckCJ0hnson;Humor;0;"#NewYearsResolution  To not poop on the floor until at least April 2015

#ChuckCJohnson
#CharlesCJohnson 
#ChuckCJohnsonPoopedOnTheFloor";;2014-12-31T17:31:00;2014-12-31;5,50464E+17;Clovis, CA;CA;;West
Other;male;sblackmoore;Personal Growth;1;RT @ChuckWendig: @sblackmoore Fewer semen oaths. #NewYearsResolution;;2014-12-31T17:30:00;2014-12-31;5,50464E+17;Los Angeles;CA;Pacific Time (US & Canada);West
Humor about Time Management/Organization Resolutions;female;karinacooper;Humor;1;@ChuckWendig @sblackmoore About the same amount of mucus oaths. #NewYearsResolution;;2014-12-31T17:30:00;2014-12-31;5,50464E+17;Bellingham, WA;WA;Pacific Time (US & Canada);West
Spend more time with family;female;piscespastimes;Family/Friends/Relationships;0;New Year's Eve is the perfect time to block those pesky relatives on Facebook that you've shown restraint to in 2014. #NewYearsResolution;;2014-12-31T17:29:00;2014-12-31;5,50464E+17;Alaska;AK;Alaska;West
Read more books;male;ronthecanuxican;Personal Growth;0;"My #NewYearsResolution is to get back to writing every day.
Thanks for the inspiration @kellysue @BRIANMBENDIS @samhumphries @mattfraction.";;2014-12-31T17:29:00;2014-12-31;5,50464E+17;Lakewood, CA;CA;;West
Improve my attitude;male;kevcorsini;Personal Growth;0;THE STRUGGLE IS FAKE. The only thing holding you back is YOU. Give yourself the power. Make 2015 your bitch! #NewYearsResolution;;2014-12-31T17:29:00;2014-12-31;5,50464E+17;Los Angeles;CA;Pacific Time (US & Canada);West
Improve my attitude;male;cardyspits;Personal Growth;0;I start fresh every morning. Never needed a year. #NewYearsResolution;;2014-12-31T17:28:00;2014-12-31;5,50464E+17;Connecticut;CT;;Northeast
Update my wardrobe;male;CUCraigT;Personal Growth;0;Amen! RT @coreywoodstempe: #NewYearsResolution I need to go suit shopping with @AnthonyHotels That guy's suit game is no joke. #realtalk;;2014-12-31T17:27:00;2014-12-31;5,50463E+17;Maryville, TN;TN;Eastern Time (US & Canada);South
Get dream job;female;ShaneHolliday95;Career;0;My 2nd #NewYearsResolution is to dig deeper and focus on pursuing my dream of being a music artist. #NewYearsResolutions #PitbullNYE;;2014-12-31T17:27:00;2014-12-31;5,50463E+17;Newport, RI;RI;Eastern Time (US & Canada);Northeast
Humor about Helping Others Resolutions;female;CassidyDurfee;Humor;1;My goal for the next year. Become a power ranger and save the world. _??__??__??_ #NewYearsResolution;;2014-12-31T17:27:00;2014-12-31;5,50463E+17;Califrionia / Michigan;MI;Arizona;Midwest
Hike more;female;KymKral;Recreation & Leisure;2;RT @TommyMilagro: @KymKral I decided my #NewYearsResolution is to do @mouthypants in the new year. Think I'd be a good fit for it?;;2014-12-31T17:25:00;2014-12-31;5,50463E+17;Hollywood;CA;Pacific Time (US & Canada);West
Other;male;BobbyLeak;Recreation & Leisure;0;Bought my wife a tablet yesterday. Now I want one. One goal for 2015: Buy a new tablet. #NewYearsResolution;;2014-12-31T17:25:00;2014-12-31;5,50463E+17;Baltimore, MD, USA;MD;Eastern Time (US & Canada);South
Improve my body;male;Billisbill1;Health & Fitness;0;#NewYearsResolution To rid myself of all chill that I have.;;2014-12-31T17:25:00;2014-12-31;5,50463E+17;Superior, WI ;WI;Eastern Time (US & Canada);Midwest
Make more time for friends;female;Chief_Tvy;Family/Friends/Relationships;0;One of my #NewYearsResolution is to make more friends at other schools (specifically LBJ _???);;2014-12-31T17:25:00;2014-12-31;5,50463E+17;Austin,Tx;TX;;South
Other;male;chancewidener92;Personal Growth;1;RT @MaryJsDiary: My #NewYearsResolution is to stop pocketing lighters. Well, at least pocket less lighters. #stonerproblems;;2014-12-31T17:24:00;2014-12-31;5,50463E+17;Reno, NV;NV;;West
Have more patience;female;kristineexo_;Personal Growth;0;#NewYearsResolution not getting mad easily..;;2014-12-31T17:23:00;2014-12-31;5,50462E+17;Upper East Side;NY;Eastern Time (US & Canada);Northeast
Other;male;A1GRINCH;Family/Friends/Relationships;0;#PitbullNYE being the greatest (FATHER) and becoming the next (MR) worldwide #NewYearsResolution #God1St;;2014-12-31T17:23:00;2014-12-31;5,50462E+17;NYC - MIA  (HEAR MY MUSIC) AT;NY;Eastern Time (US & Canada);Northeast
Save money;female;kristineexo_;Finance;0;#NewYearsResolution saving my money_???_??_;;2014-12-31T17:23:00;2014-12-31;5,50462E+17;Upper East Side;NY;Eastern Time (US & Canada);Northeast
Humor about Time Management/Organization Resolutions;male;ColeMcNeely;Humor;0;My #NewYearsResolution is to become a British pop singer. One Direction made me realize that would make my life about 150 times easier.;;2014-12-31T17:23:00;2014-12-31;5,50462E+17;Bloomington IN;IN;Indiana (East);Midwest
Spend more time with family;female;Angeliablack76;Family/Friends/Relationships;1;#NewYearsResolution to enact more with my #Wilson fandom family. But sometimes easier said then done.  But we'll see in 2015;[0.0, 0.0];2014-12-31T17:23:00;2014-12-31;5,50462E+17;San Francisco,California;CA;Arizona;West
Other;female;agc533;Recreation & Leisure;0;try to keep the best music in my playlist?!:-) #NewYearsResolution;;2014-12-31T17:22:00;2014-12-31;5,50462E+17;New Jersey;NJ;Eastern Time (US & Canada);Northeast
Improve my attitude;male;EtchyaSketch;Personal Growth;2;RT @Aniion: My #NewYearsResolution is to stop being an asshole. There's so much negativity on the internet, there's no need for me to add m??_;;2014-12-31T17:22:00;2014-12-31;5,50462E+17;desolate deserts of Washington;WA;Pacific Time (US & Canada);West
Humor about Recreation and Leisure Resolutions;male;Josh_Batelli;Humor;0;My #NewYearsResolution is to de-friend anyone on Facebook who invites me to play Candy Crush.;;2014-12-31T17:22:00;2014-12-31;5,50462E+17;Fair Lawn,NJ;NJ;Eastern Time (US & Canada);Northeast
Excersize More;male;J_T_Mann;Health & Fitness;0;For 2015, my #NewYearsResolution is #DSED #DoSomethingEveryDay ... athletic, sporty... doesn't have to be big... Just Something! Join me!;;2014-12-31T17:21:00;2014-12-31;5,50462E+17;Boston!;MA;Quito;Northeast
Have a baby;female;saraloved;Family/Friends/Relationships;0;I resolve to have a baby this year #NewYearsResolution #40weeks #thatsapromise take it to the _?_;;2014-12-31T17:21:00;2014-12-31;5,50462E+17;New York;NY;Eastern Time (US & Canada);Northeast
Humor about New Years;female;Kodachr0me;Humor;0;If at first you don't succeed, drink a lot of wine until you don't care anymore. #NewYearsResolution #MovingOn #breakup #regrets;;2014-12-31T17:20:00;2014-12-31;5,50461E+17;Chicago, IL;IL;Central Time (US & Canada);Midwest
Use more social media;male;ethanmcsweeney;Personal Growth;0;#NewYearsResolution Learn how to Twitter better;;2014-12-31T17:20:00;2014-12-31;5,50461E+17;Tucson, Ariz.;AZ;;West
Spend more time with significant other;female;hmeena;Family/Friends/Relationships;0;One of my #NewYearsResolution is to make more time for the people who mean the most in my life...;[40.01912565, -83.13426649];2014-12-31T17:19:00;2014-12-31;5,50461E+17;Columbus, OH;OH;Eastern Time (US & Canada);Midwest
Start Master??s program;male;rurutheruiner;Education/Training;0;#NewYearsResolution 1) YouTube twice a week, 2) find non-profit career position, 3) finish dissertation proposal.;;2014-12-31T17:19:00;2014-12-31;5,50461E+17;New York, New York;NY;;Northeast
Excersize More;male;ErikM123456789;Health & Fitness;1;RT @gilmar_barrios: So going under 4:20 for the mile this year #NewYearsResolution;;2014-12-31T17:17:00;2014-12-31;5,50461E+17;Stamford CT;CT;Eastern Time (US & Canada);Northeast
Focus on My Future;male;LegacyDynasty;Personal Growth;0;My #newyearsresolution is to take a break from producing edm and get back to my musical roots. _??__??_?___?__ #FredericChopin #Etudes;;2014-12-31T17:16:00;2014-12-31;5,50461E+17;Lancaster, Tx;TX;Central Time (US & Canada);South
Humor about Personal Growth and Interests Resolutions;male;ChillQueezy23;Humor;1;RT @leevonperry69: #NewYearsResolution : Don't get shot/stay out of jail/ don't have any oops babies. #SimpleEnough;;2014-12-31T17:16:00;2014-12-31;5,50461E+17;North Dakota;ND;;Midwest
Excersize More;male;__KRISTOFFER__;Health & Fitness;0;"Join a gym! 
Write more!
Act more!
Land an agent!
Be the bigger person!
(Maybe) settle down!
Find a hobby!
Make friends!
#NewYearsResolution";;2014-12-31T17:16:00;2014-12-31;5,5046E+17;New York City;NY;Eastern Time (US & Canada);Northeast
Save money;female;KellyLynn444;Finance;0;My #NewYearsResolution is to make more money. Thanks to @l00tapp that is possible! http://t.co/9tY5A4GSFh;;2014-12-31T17:16:00;2014-12-31;5,5046E+17;California;CA;Pacific Time (US & Canada);West
Humor about not Keeping Resolutions;male;dinizterz;Humor;0;#NewYearsResolution To stop being so built bang-bang;;2014-12-31T17:15:00;2014-12-31;5,5046E+17;NY;NY;Eastern Time (US & Canada);Northeast
Humor about Personal Growth and Interests Resolutions;male;thejonpilling;Humor;0;Less 40's #NewYearsResolution;;2014-12-31T17:15:00;2014-12-31;5,5046E+17;New York;NY;Eastern Time (US & Canada);Northeast
Be more positive;female;_HARMONYCALI;Personal Growth;0;#NewYearsResolution - have 10 affirmations per every 1 criticism I have to give.;;2014-12-31T17:15:00;2014-12-31;5,5046E+17;California.;CA;;West
Be more positive;male;JonathanLenahan;Personal Growth;0;I resolve to quit giving fake high-fives because, well, that's also cruel. #NewYearsResolution;;2014-12-31T17:15:00;2014-12-31;5,5046E+17;Louisiana;LA;;South
Try new things;male;Kalabajooie;Personal Growth;0;#NewYearsResolution Recruit more people to @AnookDotCom.;;2014-12-31T17:14:00;2014-12-31;5,5046E+17;Southeastern PA;PA;Eastern Time (US & Canada);Northeast
Start waking up earlier;female;SammyySarwar;Time Management/Organization;6;RT @elisalamia: #NewYearsResolution get to school on time;;2014-12-31T17:14:00;2014-12-31;5,5046E+17;Brooklyn;NY;Atlantic Time (Canada);Northeast
Work for myself;female;Luxacious;Career;0;#NewYearsResolution design and a produce a really absurd but awesome kigurumi (onesie);;2014-12-31T17:14:00;2014-12-31;5,5046E+17;Lexington, KY, USA;KY;Eastern Time (US & Canada);South
Use more social media;male;rickparker21;Personal Growth;1;"RT @MansonBriana: #NewYearsResolution 2015 ~ Be grateful, forgiving, humbled, #Empire successful, &amp; meet @adamlambert ??? @samsmithworld http??_";;2014-12-31T17:14:00;2014-12-31;5,5046E+17;dallas Oregon;OR;;West
Improve my appearance;female;PrincessTheaa;Personal Growth;0;#NewYearsResolution to be pretty.;;2014-12-31T17:13:00;2014-12-31;5,5046E+17;Florida?????;FL;Eastern Time (US & Canada);South
Have a baby;male;itsdedinnn;Family/Friends/Relationships;0;Wife up a Cook twin. #NewYearsResolution;;2014-12-31T17:13:00;2014-12-31;5,5046E+17;Tallahassee, Fl;FL;Eastern Time (US & Canada);South
Other;female;_HARMONYCALI;Family/Friends/Relationships;0;#NewYearsResolution - rebuild at least 5 burned bridges.;;2014-12-31T17:12:00;2014-12-31;5,5046E+17;California.;CA;;West
Face Fears;female;_HARMONYCALI;Personal Growth;0;#NewYearsResolution - learn to take criticism.;;2014-12-31T17:12:00;2014-12-31;5,50459E+17;California.;CA;;West
Humor about Finance Resolutions;male;JonathanLenahan;Humor;0;I resolve to take more naps throughout the day. Power naps, twenty-minute naps, naps standing, naps sleeping, anything. #NewYearsResolution;;2014-12-31T17:11:00;2014-12-31;5,50459E+17;Louisiana;LA;;South
Be more positive;female;Luisa_Sipinga;Personal Growth;0;I don't want to keep making the same mistakes!! But if I do make a mistake, I want it to be a NEW mistake! #NewYearsResolution #NewYearsWish;;2014-12-31T17:10:00;2014-12-31;5,50459E+17;Independence, MO;MO;Eastern Time (US & Canada);Midwest
Volunteer more;female;SmithLisa73;Philanthropic;0;@MLBPAClubhouse To be more patient and to help others more. #NewYearsResolution #NewYear2015;;2014-12-31T17:10:00;2014-12-31;5,50459E+17;Custer, MI;MI;;Midwest
Be More Fun;female;Dvlxx_;Personal Growth;0;#NewYearsResolution leave the fake people behind.;;2014-12-31T17:10:00;2014-12-31;5,50459E+17;LA;CA;;West
Humor about Family/Friends/Relationships Resolutions;female;RevMindi;Humor;0;OK, I have another #NewYearsResolution : to not read the comments anymore.;;2014-12-31T17:10:00;2014-12-31;5,50459E+17;Burien, WA;WA;Central Time (US & Canada);West
Improve Grades;female;jessjesshans;Education/Training;1;RT @RyanCapouch: Pass all my classes. #NewYearsResolution;;2014-12-31T17:08:00;2014-12-31;5,50459E+17;Glendale, AZ ;AZ;Central Time (US & Canada);West
Watch less TV;female;Ja_Neece;Personal Growth;0;Photo: #Bye2014 I have nothing but blessings awaiting me in #2015 #NewYearsEve #NewYearsResolution #Goals http://t.co/uLOnx0tFzk;;2014-12-31T17:08:00;2014-12-31;5,50458E+17;DFW, Texas;TX;Central Time (US & Canada);South
Be more positive;male;JoeScutella;Personal Growth;0;Resolve to evolve #ResolutionsFor2015 #NewYearsResolution;[36.12615671, -86.82515797];2014-12-31T17:08:00;2014-12-31;5,50458E+17;Nashville, TN;TN;Central Time (US & Canada);South
Acheive My Goals;male;Fabz693;Personal Growth;0;In 2015, I'll expect less from others and more from myself. I'll be my own advocate and let nothing hinder my goals. #NewYearsResolution;;2014-12-31T17:07:00;2014-12-31;5,50458E+17;Greensburg, PA;PA;Eastern Time (US & Canada);Northeast
Humor about Health and Fitness Resolutions;male;followforhell;Humor;0;???@sydney_1515: #NewYearsResolution to not break any boners_???_????;;2014-12-31T17:07:00;2014-12-31;5,50458E+17;Nashville;TN;Central Time (US & Canada);South
Acheive My Goals;female;milkyteas8;Personal Growth;12;RT @amaditalks: My #NewYearsResolution is the same as it is every year. Be more awesome. I always keep it.;;2014-12-31T17:07:00;2014-12-31;5,50458E+17;Upstate , South Carolina ;SC;Central Time (US & Canada);South
Use less social media;female;gg2g3d2;Personal Growth;2;RT @aalomelii: Do not carry or abandon your cross, Hug the cross with faith and Love. #NewYearsResolution #Catholic;;2014-12-31T17:06:00;2014-12-31;5,50458E+17;Texas;TX;;South
Be more positive;female;KatieLynnCagle;Personal Growth;0;My #NewYearsResolution is to be a nice person, but also maintain my current level of sass and bitchiness. Thats a thing, right?;;2014-12-31T17:06:00;2014-12-31;5,50458E+17;Alabama;AL;Central Time (US & Canada);South
Other;male;SuperShadow781;Recreation & Leisure;0;#NewYearsResolution Attend as many cons as possible (this is a resolution I'm DETERMINED to keep) #NewYearsEve #NewYearsResolution;;2014-12-31T17:06:00;2014-12-31;5,50458E+17;Northern California;CA;Tijuana;West
Eat healthier;male;_mensign;Health & Fitness;0;T-minus 6 hours. Better grab a couple 2-liters #sodafree2015 #NewYearsResolution;[40.29864334, -111.70369953];2014-12-31T17:06:00;2014-12-31;5,50458E+17;Utah;UT;Mountain Time (US & Canada);West
Try new things;female;JuicyNoBerry;Personal Growth;0;Never believed in #NewYearsResolution I do the same every year try harder at being a better women of God  and,  increasing my hustle _???;;2014-12-31T17:06:00;2014-12-31;5,50458E+17;Bay Area;CA;;West
Focus on my self;male;_WizHendrix;Personal Growth;3;RT @UptownAmbition: #NewYearsResolution to finally stop putting everyone before myself.;;2014-12-31T17:05:00;2014-12-31;5,50458E+17;Lynchburg,VA;VA;Central Time (US & Canada);South
See a Concert/Show;male;dtown_nigil;Recreation & Leisure;0;@MLBPAClubhouse #NewYearsResolution #HappyNewYear go to more baseball games and visit Fenway for the first time;;2014-12-31T17:05:00;2014-12-31;5,50458E+17;indianpolis, in;IN;Eastern Time (US & Canada);Midwest
Humor about Recreation and Leisure Resolutions;male;robschlotzhauer;Humor;0;#NewYearsResolution  to curse more;;2014-12-31T17:04:00;2014-12-31;5,50458E+17;Media, PA;PA;Eastern Time (US & Canada);Northeast
Learn to Say No;male;MegaCave;Personal Growth;0;#NewYearsResolution quit or at least minimize sharing my sh*tty opinions on twitter.;;2014-12-31T17:03:00;2014-12-31;5,50457E+17;Clemson, SC;SC;;South
Be more positive;female;Luisa_Sipinga;Personal Growth;0;I want 2015 to be the year that changes everything in my life!! I want to stop being afraid and start living MY LIFE!! #NewYearsResolution;;2014-12-31T17:03:00;2014-12-31;5,50457E+17;Independence, MO;MO;Eastern Time (US & Canada);Midwest
Be more positive;female;kpatel414;Personal Growth;0;Complain less, appreciate more. #NewYearsResolution;;2014-12-31T17:03:00;2014-12-31;5,50457E+17;Atlanta, GA;GA;;South
